2014 Form EIA-860 Data - Schedule 6Dcomma 'Cooling System Data',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,Cooling ID,Cooling Status,Inservice Month,Inservice Year,Cooling Type 1,Cooling Type 2,Cooling Type 3,Cooling Type 4,Percent Dry Cooling,Cooling Water Source,Cooling Water Discharge,Water Source Code,Water Type Code,Intake Rate at 100% (Gallons per Minute),Chlorine Inservice Month,Chlorine Inservice Year,Pond Inservice Month,Pond Inservice Year,Pond Surface Area (Acres),Pond Volume (Acre Feet),Tower Inservice Month,Tower Inservice Year,Tower Type 1,Tower Type 2,Tower Type 3,Tower Type 4,Tower Water Rate (Gallons per Minute),Power Requirement (MW),Cost Total (Thousand Dollars),Cost Ponds (Thousand Dollars),Cost Towers (Thousand Dollars),Cost Chlorine Equipment (Thousand Dollars),Intake Distance Shore (Feet),Outlet Distance Shore (Feet),Intake Distance Surface (Feet),Outlet Distance Surface (Feet),Steam Plant Type
14354,PacifiCorp,56102,Currant Creek,UT,ACC1,OP,3,2006,DC,,,,0%,,,,, , , , , , , ,3,2006,MD,,,, ,3.7, , , , , , , , ,1
14354,PacifiCorp,56237,Lake Side Power Plant,UT,CS01,OP,9,2007,RI,,,, ,Wells,no discharge,GW,FR,"4,354",9,2007, , , , ,9,2007,MW,,,,"167,145",1,"10,830", ,"10,830", , , ,200, ,1
14354,PacifiCorp,56237,Lake Side Power Plant,UT,CS21,OP,6,2014,RI,,,, ,Wells,no discharge,GW,FR,"2,127",6,2014, , , , ,6,2014,MW,,,,"167,145",1, , , , , , ,200, ,1
14354,PacifiCorp,56237,Lake Side Power Plant,UT,CS22,OP,6,2014,RI,,,, ,Wells,no discharge,GW,FR,"2,127",6,2014, , , , ,6,2014,MW,,,,"167,145",1, , , , , , ,200, ,1
14372,Pacific Klamath Energy Inc,55103,Klamath Cogeneration Plant,OR,COOL1,OP,7,2001,RI,,,, ,Municipal,Municipal,PD,BE,"88,000", , , , , , ,7,2001,MW,,,,"88,000",2.6,"10,000","2,000","5,000", , , , , ,1
14412,Gila River Power Station LP,55306,Gila River Power Station,AZ,CT-4,OP,5,2003,RI,,,, ,wells,N/A,GW,FR,"3,232", , , , , , ,5,2003,MW,,,,"174,910",4.2,"11,372", ,"6,175", , , , , ,1
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,1,OP,7,1987,RN,RC,,, ,Eastern Water Reclaimation Fac,Stanton,PD,BE,"4,488",7,1987,7,1987,93,560,7,1987,NW,,,,"200,178",2,"9,810", ,"9,750",60, , ,12, ,1
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,2,OP,6,1996,RN,RC,,, ,Eastern Water Reclaimation Fac,Stanton,PD,BE,"4,488",6,1996,7,1987,93,560,6,1996,NW,,,,"200,178",2,"17,785", ,"17,650",135, , ,12, ,1
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,B,OP,2,2010,RI,,,, ,EASTERN WATER RECLAIM ORANGE COUNTY,Stanton,PD,BE,"1,100",2,2010, , , , ,2,2010,MW,,,,"55,655",1.1,"40,000", , ,40, , ,12, ,1
14610,Orlando Utilities Comm,55318,Indian River,FL,CWS,SB,2,1960,ON,,,, ,Indian River,Indian River,SW,BR,"156,000", , , , , , , , ,,,,, , , , , , , , , , ,1
14932,US Operating Services Company,10043,Logan Generating Company LP,NJ,DAE01,OP,9,1994,RI,,,, ,Delaware River,,SW,FR,"100,000", , , , , , ,9,1994,MW,,,,"105,000",0.9,"10,500", ,"4,710",13,"1,675", ,13, ,1
14932,US Operating Services Company,10566,Chambers Cogeneration LP,NJ,CT,OP,3,1994,RI,,,, ,Salem Canal,Municipal WWTF,SW,FR,"5,500", , , , , , ,3,1994,MW,,,,"115,000",2.7,"7,634", ,"3,328", ,60, ,4, ,1
14932,US Operating Services Company,50976,Indiantown Cogeneration LP,FL,DA,OP,12,1995,RI,,,, ,Taylor Creek,,SW,FR,"3,680", , , , , , ,12,1995,MW,,,,"240,000",4,"12,011", ,"5,584", ,36, ,6, ,1
15143,Platte River Power Authority,6761,Rawhide,CO,101,OP,4,1984,RC,,,, ,Municipal,Hamilton Resevoir,PD,BE,"166,068", , ,4,1984,505,"15,400", , ,,,,, , ,"19,157","5,500", , ,,,27,,1
15147,PSEG Fossil LLC,2398,Bergen Generating Station,NJ,1,OP,6,1995,RI,,,,60%,Bergen County Utilities Authority,Bergen County Utilities Authority,PD,BE,"220,017", , , , , , ,6,1995,MW,,,,"220,017",3.03,"30,000", ,"11,697", , , , , ,1
15147,PSEG Fossil LLC,2398,Bergen Generating Station,NJ,2,OP,5,2005,RI,,,, ,Bergen County Utility Authority,Bergen County Utility Authority,PD,BE,"3,142", , , , , , ,5,2002,MW,,,,"145,870",50,"4,000", ,"2,000", , , , , ,1
15147,PSEG Fossil LLC,2403,PSEG Hudson Generating Station,NJ,HU,OP,12,1964,ON,,,, ,Hackensack River,Hackensack River,SW,FR,"620,285",12,1964, , , , , , ,,,,, , ,"4,344", , ,75,,,28,28,1
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,1,OP,5,2006,RI,,,, ,Linden Roselie Sewage Authority,Linden Roselle Sewage Authority,PD,BE,"3,680",5,2006, , , , ,5,2006,MW,,,,"143,761",1.5,"5,150", ,"3,168", , , , , ,1
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,2,OP,5,2006,RI,,,, ,Linden Roselle Sewage Authority,Linden Roselle Sewage Authority,PD,BE,"3,680",5,2006, , , , ,5,2006,MW,,,,"143,761",1.5,"5,150", ,"3,168", , , , , ,1
15147,PSEG Fossil LLC,2408,PSEG Mercer Generating Station,NJ,ME,OP,12,1960,ON,,,, ,Delaware River,Delaware River,SW,FR,"488,328",12,1960, , , , , , ,,,,, , ,"2,918", , ,50,,,15,15,1
15147,PSEG Fossil LLC,2411,PSEG Sewaren Generating Station,NJ,SE,OP,12,1948,ON,,,, ,Arthur Kill River,Arthur Kill River,SW,FR,"375,223",12,1948, , , , , , ,,,,, , ,"2,874", , ,50,,,13,28,1
15248,Portland General Electric Co,6106,Boardman,OR,1CS,OP,8,1980,RC,,,, ,Columbia River,Carty Reservoir,SW,FR,"180,000",8,1980,8,1980,"1,250","31,000", , ,,,,, , ,"13,193","13,060", ,133,, ,23, ,1
15248,Portland General Electric Co,8073,Beaver,OR,HX-106,OP,10,1977,RI,,,, ,Columbia River,Columbia River,SW,FR,"1,660",10,1977, , , , ,10,1977,MW,,,,"128,815",2,"2,870", ,"2,438", ,39,430,16,55,3
15248,Portland General Electric Co,56227,Port Westward,OR,CTW001,OP,6,2007,RI,,,, ,COLUMBIA RIVER,Columbia River,SW,FR,"2,244",6,2007, , , , ,6,2007,MW,,,,"102,326",1.3,"9,500", ,"5,500", ,39,240,16,55,1
15276,PPL Martins Creek LLC,3148,PPL Martins Creek,PA,1,RE,9,1954,ON,,,, ,Delaware RIver,,SW,FR,"60,143", , , , , , , , ,,,,, , ,"1,401", , , , ,275,11,5,1
15276,PPL Martins Creek LLC,3148,PPL Martins Creek,PA,2,RE,6,1956,ON,,,, ,Delaware River,,SW,FR,"60,143", , , , , , , , ,,,,, , ,"1,200", , , , ,275,11,5,1
15276,PPL Martins Creek LLC,3148,PPL Martins Creek,PA,3,OP,10,1975,RN,,,, ,Delaware River,Delware River,SW,FR,"17,953", , , , , , ,10,1975,NW,,,,"280,071",6,"15,510", ,"7,928", ,50, ,11, ,1
15276,PPL Martins Creek LLC,3148,PPL Martins Creek,PA,4,OP,3,1977,RN,,,, ,Delaware River,Delaware River,SW,FR,"17,953", , , , , , ,3,1977,NW,,,,"280,071",6,"13,983", ,"7,498", ,50, ,11, ,1
15296,New York Power Authority,56196,500MW CC,NY,ACC,OP,12,2005,HRI,,,,0%,East River,,OT,FR,"3,483", , , , , , ,12,2005,WD,,,,"3,546",3.764,"60,672", ,2, , , , , ,3
15298,Talen Montana LLC,2187,J E Corette Plant,MT,2,OP,7,1968,ON,,,,0%,Yellowstone River,Yellowstone River,SW,FR,"52,064", , , , , , , , ,,,,, , ,401, , , ,75,90,3,,1
15298,Talen Montana LLC,6076,Colstrip,MT,1,OP,11,1975,RI,,,,0%,Yellowstone River,OT,SW,FR,"3,999", , , , , , ,11,1975,MW,,,,"102,782",2,"3,000", ,"3,000", ,200, ,15, ,1
15298,Talen Montana LLC,6076,Colstrip,MT,2,OP,8,1976,RI,,,,0%,Yellowstone River,OT,SW,FR,"3,999", , , , , , ,8,1976,MW,,,,"102,782",2,"3,000", ,"3,000", ,200, ,15, ,1
15298,Talen Montana LLC,6076,Colstrip,MT,3,OP,1,1984,RI,,,,0%,Yellowstone River,OT,SW,FR,"7,998", , , , , , ,1,1984,MW,,,,"219,478",5,"9,000", ,"9,000", ,200, ,15, ,1
15298,Talen Montana LLC,6076,Colstrip,MT,4,OP,4,1986,RI,,,,0%,Yellowstone River,OT,SW,FR,"7,998", , , , , , ,4,1986,MW,,,,"219,478",5,"9,000", ,"9,000", ,200, ,15, ,1
15330,Prairie State Generating Co LLC,55856,Prairie State Generating Station,IL,1,OP,6,2012,RI,,,, ,Kaskaskia River,Kaskaskia River,SW,FR,"17,998", , , , , , ,6,2012,MW,,,,"407,090",4.2,"2,126", ,"2,126", ,50,50,10,10,1
15330,Prairie State Generating Co LLC,55856,Prairie State Generating Station,IL,2,OP,11,2012,RI,,,, ,Kaskaskia River,Kaskaskia River,SW,FR,"17,998", , , , , , ,11,2012,MW,,,,"407,090",4.2,"2,126", ,"2,126", ,50,50,10,10,1
15452,PSEG Power Connecticut LLC,568,Bridgeport Station,CT,BHC2,RE,8,1961,ON,,,, ,Bridgeport Harbor,Bridgeport Harbor,SW,BR,"105,475", , , , , , , , ,,,,, , , , , , ,20,,11,10,1
15452,PSEG Power Connecticut LLC,568,Bridgeport Station,CT,BHC3,OP,8,1968,ON,,,, ,Bridgeport Harbor,Bridgeport Harbor,SW,BR,"199,730", , , , , , , , ,,,,, , , , , , ,20,,10,6,1
15452,PSEG Power Connecticut LLC,6156,New Haven Harbor,CT,NHC1,OP,8,1975,ON,,,, ,New Haven Harbor,New Haven Harbor,SW,BR,"280,519", , , , , , , , ,,,,, , , , , , ,65,700,15,27,1
15466,Public Service Co of Colorado,465,Arapahoe,CO,3,RE,11,1951,RI,,,, ,South Platte River,South Platte River,SW,FR,"30,969", , , , , , ,11,1951,MW,,,,"30,969",0.572,322, ,144, , , , , ,4
15466,Public Service Co of Colorado,465,Arapahoe,CO,4,RE,8,1955,RI,,,, ,South Platte River,South Platte River,SW,FR,"65,081", , , , , , ,8,1955,MW,,,,"65,081",0.217,624, ,340, , , , , ,4
15466,Public Service Co of Colorado,469,Cherokee,CO,1,RE,9,1957,RI,,,, ,South Platte River,South Platte River,SW,FR,"95,152",2,1999, , , , ,9,1957,MW,,,,"90,215",0.991,803, ,348, , , , , ,1
15466,Public Service Co of Colorado,469,Cherokee,CO,2,RE,6,1959,RI,,,, ,South Platte River,,SW,FR,"180,430",2,1999, , , , ,6,1959,MW,,,,"90,215",1.09,"1,040", ,408, , , , , ,1
15466,Public Service Co of Colorado,469,Cherokee,CO,3,OP,6,1962,RI,,,, ,South Platte River,South Platte River,SW,FR,"95,152",2,1999, , , , ,6,1962,MW,,,,"95,152",1.098,739, ,451, , , , , ,1
15466,Public Service Co of Colorado,469,Cherokee,CO,4,OP,11,1968,RI,,,, ,South Platte River,South Platte River,SW,FR,"180,430",2,1999, , , , ,11,1968,MW,,,,"180,430",1.964,"1,811", ,937, , , , , ,1
15466,Public Service Co of Colorado,469,Cherokee,CO,CWS,CO,12,2015,RI,,,, ,South Platte River,South Platte River,SW,FR, , , , , , , ,12,2015,MW,,,, , , , , , , , , , ,1
15466,Public Service Co of Colorado,470,Comanche (CO),CO,1,OP,11,1973,RI,,,,37%,Arkansas River,Arkansas River,SW,FR,"140,035", , , , , , ,11,1973,MW,,,,"140,035",1.6,"3,292", ,"1,523", , , , , ,1
15466,Public Service Co of Colorado,470,Comanche (CO),CO,2,OP,12,1975,RI,,,, ,Arkansas River,Arkansas River,SW,FR,"170,107", , , , , , ,12,1975,MW,,,,"170,107",1.6,"4,108", ,"1,638", , , , , ,1
15466,Public Service Co of Colorado,470,Comanche (CO),CO,3,OP,7,2010,HRI,,,,37%,Arkansas River,Arkansas River,SW,FR,"4,399", , , , , , ,7,2010,WD,,,,"170,556",11.8,"60,000", , , , , , , ,1
15466,Public Service Co of Colorado,477,Valmont,CO,1,OP,6,1924,RC,,,, ,South Boulder Creek,South Boulder Creek,SW,FR,"134,649", , ,6,1924,531,"11,234", , ,,,,, , ,"9,996", , , ,, ,, ,1
15466,Public Service Co of Colorado,525,Hayden,CO,H1,OP,9,1976,RI,,,, ,Yampa River,Zero Discharge Facility,SW,FR,"5,586", , , , , , ,9,1976,MW,,,,"133,752",3,851, ,851, ,"2,640", ,8, ,1
15466,Public Service Co of Colorado,525,Hayden,CO,H2,OP,9,1976,RI,,,, ,Yampa River,Zero Discharge Facility,SW,FR,"5,586", , , , , , ,9,1976,MW,,,,"133,752",3,851, ,851, ,"2,640", ,8, ,1
15466,Public Service Co of Colorado,6112,Fort St Vrain,CO,1,OP,4,1998,RI,,,, ,So Platte River/St Vrain Creek,So Platte River/St Vrain Creek,SW,FR,"156,193", , , , , , ,12,1976,MW,,,,"156,193",3.7,"10,000", ,"3,000", , , , , ,1
15466,Public Service Co of Colorado,6248,Pawnee,CO,1,OP,6,1981,RI,,,, ,Wells,Zero Discharg Facility,SW,FR,"190,304", , , , , , ,11,1981,MW,,,,"190,304",5,"5,660", ,"5,660", , , , , ,1
15466,Public Service Co of Colorado,55835,Rocky Mountain Energy Center,CO,CWS,OP,5,2004,RI,,,, ,Wells,Zero Discharge Facility,SW,FR,"1,795", , , , , , ,5,2004,MW,,,,"166,068",5,15, ,15, , , , , ,1
15470,Duke Energy Indiana Inc,1001,Cayuga,IN,1,OP,10,1970,ON,HT,,, ,Wabash River,Wabash River,SW,FR,"325,851",10,1970, , , , ,6,1972,MW,,,,"167,863",5,"3,040", ,"1,500", ,,,10,,1
15470,Duke Energy Indiana Inc,1001,Cayuga,IN,2,OP,6,1972,ON,HT,,, ,Wabash River,Wabash River,SW,FR,"325,851",10,1970, , , , ,6,1972,MW,,,,"167,863",5,"3,040", ,"1,500", ,,,10,,1
15470,Duke Energy Indiana Inc,1001,Cayuga,IN,SUPP,OP,6,2000,ON,HT,,, ,Wabash River,Wabash River,SW,FR,"132,854", , , , , , ,6,2000,MW,,,,"132,854",7,"10,640", ,"10,640", ,60, ,5, ,1
15470,Duke Energy Indiana Inc,1004,Edwardsport,IN,6,RE,7,1944,ON,,,, ,West fork White River,,SW,FR,"35,009", , , , , , , , ,,,,, , ,132, , , ,,7,9,2,1
15470,Duke Energy Indiana Inc,1004,Edwardsport,IN,7,RE,1,1949,ON,,,, ,West fork White River,,SW,FR,"35,009", , , , , , , , ,,,,, , ,96, , , ,,1,9,2,1
15470,Duke Energy Indiana Inc,1004,Edwardsport,IN,8,RE,12,1951,ON,,,, ,West fork White River,,SW,FR,"59,695", , , , , , , , ,,,,, , ,283, , , ,,15,9,2,1
15470,Duke Energy Indiana Inc,1004,Edwardsport,IN,CTWR,OP,6,2013,RI,,,, ,Collector Wells,West Fork White River,GW,FR,"1,888",6,2013, , , , ,6,2013,MW,,,,"280,071",11.6,"19,720", ,"13,973",29,,,,2,1
15470,Duke Energy Indiana Inc,1007,Noblesville,IN,ST1,OP,6,2003,RI,,,, ,Whte River - West Fork,White River - West Fork,SW,FR,898,6,2003, , , , ,6,2003,MW,,,,"41,068",0.4,"1,310", ,"1,080", ,545,460,,,3
15470,Duke Energy Indiana Inc,1007,Noblesville,IN,ST2,OP,6,2003,RI,,,, ,White River - West Fork,White River - West Fork,SW,FR,898,6,2003, , , , ,6,2003,MW,,,,"41,068",0.4,"1,310", ,"1,080", ,545,460,,,3
15470,Duke Energy Indiana Inc,1008,R Gallagher,IN,1,RE,7,1959,ON,,,, ,Ohio River,Ohio River,SW,FR,"75,404", , , , , , , , ,,,,, , ,613, , , ,,,9,7,1
15470,Duke Energy Indiana Inc,1008,R Gallagher,IN,2,OP,12,1958,ON,,,, ,Ohio River,Ohio River,SW,FR,"75,404", , , , , , , , ,,,,, , ,604, , , ,,,9,7,1
15470,Duke Energy Indiana Inc,1008,R Gallagher,IN,3,RE,4,1960,ON,,,, ,Ohio River,Ohio River,SW,FR,"75,404", , , , , , , , ,,,,, , ,624, , , ,,,9,7,1
15470,Duke Energy Indiana Inc,1008,R Gallagher,IN,4,OP,3,1961,ON,,,, ,Ohio River,Ohio River,SW,FR,"75,404", , , , , , , , ,,,,, , ,621, , , ,,,9,7,1
15470,Duke Energy Indiana Inc,1010,Wabash River,IN,2,OP,8,1953,ON,,,, ,Wabash River,Wabash River,SW,FR,"61,939", , , , , , , , ,,,,, , ,354, , , ,,,17,13,1
15470,Duke Energy Indiana Inc,1010,Wabash River,IN,3,OP,9,1954,ON,,,, ,Wabash River,Wabash River,SW,FR,"61,939", , , , , , , , ,,,,, , ,368, , , ,,,17,13,1
15470,Duke Energy Indiana Inc,1010,Wabash River,IN,4,OP,1,1955,ON,,,, ,Wabash River,Wabash River,SW,FR,"61,939", , , , , , , , ,,,,, , ,368, , , ,,,17,13,1
15470,Duke Energy Indiana Inc,1010,Wabash River,IN,5,OP,5,1956,ON,,,, ,Wabash River,Wabash River,SW,FR,"70,915", , , , , , , , ,,,,, , ,869, , , ,,,17,13,1
15470,Duke Energy Indiana Inc,1010,Wabash River,IN,6,OP,8,1968,ON,,,, ,Wabash River,Wabash River,SW,FR,"147,665", , , , , , , , ,,,,, , ,685, , , ,,,17,13,1
15470,Duke Energy Indiana Inc,6113,Gibson,IN,1,OP,5,1976,RC,,,, ,Gibson Lake,Gibson Lake,SW,FR,"258,078", , ,4,1975,"2,950","38,350", , ,,,,, , ,"16,815","16,815", , ,, ,9, ,1
15470,Duke Energy Indiana Inc,6113,Gibson,IN,2,OP,4,1975,RC,,,, ,Gibson Lake,Gibson Lake,SW,FR,"258,078", , ,4,1975,"2,950","38,350", , ,,,,, , , , , , ,, ,9, ,1
15470,Duke Energy Indiana Inc,6113,Gibson,IN,3,OP,3,1978,RC,,,, ,Gibson Lake,Gibson Lake,SW,FR,"258,078", , ,4,1975,"2,950","38,350", , ,,,,, , , , , , ,, ,9, ,1
15470,Duke Energy Indiana Inc,6113,Gibson,IN,4,OP,3,1979,RC,,,, ,Gibson Lake,Gibson Lake,SW,FR,"258,078", , ,4,1975,"2,950","38,350", , ,,,,, , , , , , ,, ,9, ,1
15470,Duke Energy Indiana Inc,6113,Gibson,IN,5,OP,10,1982,RC,,,, ,Gibson Lake,Gibson Lake,SW,FR,"258,078", , ,4,1975,"2,950","38,350", , ,,,,, , , , , , ,, ,9, ,1
15472,Public Service Co of NH,2364,Merrimack,NH,1,OP,12,1960,OC,ON,,, ,Merrimack River,Merrimack River,SW,FR,"56,553", , ,6,1972,16,100, , ,,,,, , ,"3,485", , , ,,2,13,10,1
15472,Public Service Co of NH,2364,Merrimack,NH,2,OP,5,1968,OC,ON,,, ,Merrimack River,Merrimack River,SW,FR,"130,161", , ,6,1972,16,100, , ,,,,, , ,"3,485", , , ,,2,13,10,1
15472,Public Service Co of NH,2367,Schiller,NH,4,OP,10,1952,ON,,,, ,Piscataqua River,Piscataqua River,SW,SA,"28,276", , , , , , , , ,,,,, , ,401, , , ,32,,12,2,1
15472,Public Service Co of NH,2367,Schiller,NH,5,OP,5,1955,ON,,,, ,Piscataqua River,Piscataqua River,SW,SA,"29,174", , , , , , , , ,,,,, , ,744, , , ,40,,12,2,1
15472,Public Service Co of NH,2367,Schiller,NH,6,OP,7,1957,ON,,,, ,Piscataqua River,Piscataqua River,SW,SA,"29,174", , , , , , , , ,,,,, , ,222, , , ,40,,12,2,1
15472,Public Service Co of NH,8002,Newington,NH,1,OP,6,1974,ON,,,, ,Piscataqua River,Piscataqua River,SW,SA,"219,927", , , , , , , , ,,,,, , ,"3,632", , , ,20,,10,,1
15473,Public Service Co of NM,2450,Reeves,NM,1,OP,3,1959,RI,,,, ,Wells,NA Closed Loop,GW,FR,633, , , , , , ,3,1959,MW,,,,"40,395",0.3,"7,100", ,"3,100", , , , , ,1
15473,Public Service Co of NM,2450,Reeves,NM,2,OP,3,1960,RI,,,, ,Wells,NA Closed Loop,GW,FR,633, , , , , , ,3,1960,MW,,,,"40,395",0.3,"7,100", ,"3,100", , , , , ,1
15473,Public Service Co of NM,2450,Reeves,NM,3,OP,8,1962,RI,,,, ,Wells,NA Closed Loop,GW,FR,633, , , , , , ,8,1962,MW,,,,"58,348",0.4,"7,100", ,"3,100", , , , , ,1
15473,Public Service Co of NM,2451,San Juan,NM,1,OP,12,1976,RI,,,, ,San Juan River,NA Zero Discharge,SW,FR,"2,998", , , , , , ,12,1976,MW,,,,"160,233",2,"3,500", ,"3,500", , , , , ,1
15473,Public Service Co of NM,2451,San Juan,NM,2,OP,12,1973,RI,,,, ,San Juan River,NA Zero Discharge,SW,FR,"2,998", , , , , , ,12,1973,MW,,,,"160,233",2,"3,500", ,"3,500", , , , , ,1
15473,Public Service Co of NM,2451,San Juan,NM,3,OP,12,1979,RI,,,, ,San Juan River,NA Zero Discharge,SW,FR,"3,698", , , , , , ,12,1979,MW,,,,"205,116",6,"14,500", ,"14,500", , , , , ,1
15473,Public Service Co of NM,2451,San Juan,NM,4,OP,4,1982,RI,,,, ,San Juan River,NA Zero Discharge,SW,FR,"3,698", , , , , , ,4,1982,MW,,,,"205,116",3,"3,500", ,"3,500", , , , , ,1
15473,Public Service Co of NM,55210,Afton Generating Station,NM,1,OP,10,2007,HRI,,,,54%,Wells,,GW,FR,330, , , , , , ,10,2007,WD,,,,"32,000",0.74,"9,700", ,750, , , , , ,1
15473,Public Service Co of NM,55343,Luna Energy Facility,NM,1,OP,12,2005,RI,,,, ,Wells,NA Zero Discharge,GW,FR,"1,701", , , , , , ,12,2005,MW,,,,"175,044",5.4,"2,800", ,600, , , , , ,1
15474,Public Service Co of Oklahoma,127,Oklaunion,TX,1,OP,12,1986,RI,,,, ,Municipal,NA,SW,FR,"7,181",12,1986, , , , ,12,1986,MW,,,,"299,819",3,"49,608", ,"49,182",426, , , , ,1
15474,Public Service Co of Oklahoma,2963,Northeastern,OK,3301,OP,4,1961,RI,,,, ,Verdigris River,Verdigris River,SW,FR,"29,623",6,1981, , , , ,4,1961,MW,,,,"118,940",2,"1,902", ,"1,892",10, , ,40, ,1
15474,Public Service Co of Oklahoma,2963,Northeastern,OK,3302,OP,5,1970,RI,,,, ,Verdigris River,Verdigris River,SW,FR,"29,623",6,1981, , , , ,5,1970,MW,,,,"209,604",17,"1,902", ,"1,892",10, , ,40, ,1
15474,Public Service Co of Oklahoma,2963,Northeastern,OK,3313,OP,12,1979,RI,,,, ,Verdigris River,Verdigris River,SW,FR,"29,623",6,1981, , , , ,12,1979,MW,,,,"118,940",2,"1,400", ,"1,400", , , ,40, ,1
15474,Public Service Co of Oklahoma,2963,Northeastern,OK,3314,OP,9,1980,RI,,,, ,Verdigris River,Verdigris River,SW,FR,"29,623",9,1982, , , , ,9,1980,MW,,,,"192,997",30,"1,400", ,"1,400", , , ,40, ,1
15474,Public Service Co of Oklahoma,2964,Southwestern,OK,8001,OP,8,1952,RI,,,, ,Municipal,Ft Bobb Reservoir,SW,FR,"21,993",5,1981, , , , ,8,1952,MW,,,,"599,638",2,"2,000", ,"1,500",10,"8,000","1,500",4, ,1
15474,Public Service Co of Oklahoma,2964,Southwestern,OK,8002,OP,3,1954,RI,,,, ,Municipal,Ft Bobb Reservoir,SW,FR,"21,993",5,1981, , , , ,3,1954,MW,,,,"149,910",2,"2,000", ,"1,500",10,"8,000", ,4, ,1
15474,Public Service Co of Oklahoma,2964,Southwestern,OK,8003,OP,7,1967,RI,,,, ,Municipal,Ft Bobb Reservoir,SW,FR,"21,993",5,1981, , , , ,7,1967,MW,,,,"599,638",4,"2,500", ,"2,000",10,"8,000", ,4, ,1
15474,Public Service Co of Oklahoma,2965,Tulsa,OK,1402,OP,11,1956,RI,,,, ,Arkansas River,Arkansas River,SW,FR,"9,874",1,1983, , , , ,11,1956,MW,,,,"1,219,474",2,"5,505", ,"5,500",5,, ,2, ,1
15474,Public Service Co of Oklahoma,2965,Tulsa,OK,1403,RE,1,1958,RI,,,, ,Arkansas River,Arkansas River,SW,FR,"9,874",1,1983, , , , ,1,1958,MW,,,,"48,025",2,"3,005", ,"3,000",5,, ,2, ,1
15474,Public Service Co of Oklahoma,2965,Tulsa,OK,1404,OP,4,1958,RI,,,, ,Arkansas River,Arkansas River,SW,FR,"9,874",1,1983, , , , ,4,1958,MW,,,,"122,082",2,"3,505", ,"3,500",5,, ,2, ,1
15474,Public Service Co of Oklahoma,4940,Riverside (OK),OK,1501,OP,4,1974,RI,,,, ,Arkansas River,Arkansas River,SW,FR,"30,000",7,1979, , , , ,4,1974,MW,,,,"213,998",5,"1,400", ,"1,400", , ,20,3,3,1
15474,Public Service Co of Oklahoma,4940,Riverside (OK),OK,1502,OP,5,1976,RI,,,, ,Arkansas River,Arkansas River,SW,FR,"30,000",7,1979, , , , ,5,1976,MW,,,,"213,998",5,"1,400", ,"1,400", , ,20,3,3,1
15474,Public Service Co of Oklahoma,8059,Comanche (OK),OK,7253,OP,2,1974,RC,,,, ,City Of Lawton Treat,Ninemile Creek,PD,BE,"2,244", , ,2,1974,205,"1,583", , ,,,,, , ,"2,300","2,300", , , , , ,300,3
15478,PSEG Nuclear LLC,2410,PSEG Salem Generating Station,NJ,NSS1,OP,6,1977,ON,,,, ,Delaware River,Delaware River,SW,FR,"1,109,959", , , , , , , , ,,,,, , , , , , ,,505, ,58,3
15478,PSEG Nuclear LLC,2410,PSEG Salem Generating Station,NJ,NSS2,OP,10,1981,ON,,,, ,Delaware River,Delaware River,SW,FR,"1,109,959", , , , , , , , ,,,,, , , , , , ,,505, ,58,3
15478,PSEG Nuclear LLC,6118,PSEG Hope Creek Generating Station,NJ,HC,OP,12,1986,RN,,,, ,Delaware River,Delaware River,SW,BR,"47,576", , , , , , ,12,1986,NW,,,,"552,017",14,"50,000", ,"50,000", ,,, , ,3
15500,Puget Sound Energy Inc,55482,Goldendale Generating Station,WA,MAIN,OP,9,2004,HRI,,,,40%,Municipal (City of Goldendale),,OT,FR,660,9,2004, , , , ,9,2004,WD,,,,"35,009",0.93,"151,461", ,"6,652", , , , , ,1
15500,Puget Sound Energy Inc,55700,Mint Farm Generating Station,WA,1CLG,OP,1,2008,RI,,,, ,Wells,Columbia River,GW,FR,"2,029", , , , , , ,1,2008,MW,,,,"76,750",2.3,"5,065", ,"3,565", , , , , ,1
15534,PPL Montour LLC,3149,PPL Montour,PA,1,OP,2,1971,RN,,,, ,Susquehanna River,Chillisquaque Creek,SW,FR,"5,800", , , , , , ,2,1971,NW,,,,"261,000",5.1,"18,078", ,"9,659", ,390, ,5, ,1
15534,PPL Montour LLC,3149,PPL Montour,PA,2,OP,4,1973,RN,,,, ,Susquehanna River,Chillisquaque Creek,SW,FR,"5,800", , , , , , ,4,1973,NW,,,,"261,000",5.1,"18,078", ,"9,659", ,390, ,5, ,1
15537,Brunner Island LLC,3140,Brunner Island,PA,1,OP,5,1961,ON,HT,,, ,Susquehanna River,Susquehanna River,SW,FR,"126,000", , , , , , ,3,2010,MW,,,,"138,000",3.7,"34,931", ,"32,273", ,,"1,800",9,,1
